_id,Year_Month,Card_type,Travel_Mode,Trip
3660,Mar-2022,Day Pass without SAF,Light Rail,21
3661,Mar-2022,Employee,Light Rail,6799
3662,Mar-2022,Free Travel,Light Rail,2527
3663,Mar-2022,School Student,Light Rail,36097
3664,Mar-2022,Senior/Pensioner,Light Rail,266341
3665,Mar-2022,Sgl Trip LR Adult,Light Rail,1576
3666,Mar-2022,Sgl Trip LR Child/Youth,Light Rail,671
3667,Mar-2022,Adult,Metro,545201
3668,Mar-2022,CTP,Metro,298153
3669,Mar-2022,Child/Youth,Metro,70762
3670,Mar-2022,Concession,Metro,184842
3671,Mar-2022,Day Pass without SAF,Metro,5
3672,Mar-2022,Employee,Metro,7699
3673,Mar-2022,Free Travel,Metro,979
3674,Mar-2022,School Student,Metro,123529
3675,Mar-2022,Senior/Pensioner,Metro,80905
3676,Mar-2022,Sgl Trip Rail Adult,Metro,3164
3677,Mar-2022,Sgl Trip Rail Child/Youth,Metro,3428
3678,Mar-2022,Adult,Train,7671085
3679,Mar-2022,CTP,Train,4111466
3680,Mar-2022,Child/Youth,Train,420388
3681,Mar-2022,Concession,Train,1170947
3682,Mar-2022,Day Pass Child/Youth w/o SAF,Train,2
3683,Mar-2022,Day Pass without SAF,Train,529
3684,Mar-2022,Employee,Train,189739
3685,Mar-2022,Free Travel,Train,16367
3686,Mar-2022,School Student,Train,911751
3687,Mar-2022,Senior/Pensioner,Train,1614839
3688,Mar-2022,Sgl Trip Rail Adult,Train,62264
3689,Mar-2022,Sgl Trip Rail Child/Youth,Train,26392
3690,Apr-2022,Adult,Bus,5006854
3691,Apr-2022,Adult Single Bus Trip 1,Bus,149
3692,Apr-2022,Adult Single Bus Trip 2,Bus,109
3693,Apr-2022,Adult Single Bus Trip 3,Bus,148
3694,Apr-2022,CTP,Bus,3146796
3695,Apr-2022,Child/Youth,Bus,663096
3696,Apr-2022,Child/Youth Single Bus Trip 1,Bus,12
3697,Apr-2022,Child/Youth Single Bus Trip 2,Bus,3
3698,Apr-2022,Concession,Bus,647357
3699,Apr-2022,Day Pass Child/Youth w/o SAF,Bus,6
3700,Apr-2022,Day Pass without SAF,Bus,367
3701,Apr-2022,Employee,Bus,45399
3702,Apr-2022,Free Travel,Bus,20971
3703,Apr-2022,On Demand,Bus,19661
3704,Apr-2022,School Student,Bus,574559
3705,Apr-2022,Senior/Pensioner,Bus,2488231
3706,Apr-2022,Adult,Ferry,424839
3707,Apr-2022,CTP,Ferry,352454
3708,Apr-2022,Child/Youth,Ferry,120905
3709,Apr-2022,Concession,Ferry,18312
3710,Apr-2022,Day Pass Child/Youth w/o SAF,Ferry,63
3711,Apr-2022,Day Pass without SAF,Ferry,28
3712,Apr-2022,Employee,Ferry,3903
3713,Apr-2022,Free Travel,Ferry,1305
3714,Apr-2022,School Student,Ferry,3866
3715,Apr-2022,Senior/Pensioner,Ferry,141577
3716,Apr-2022,Sgl Trip Ferry Adult,Ferry,12096
3717,Apr-2022,Sgl Trip Ferry Child/Youth,Ferry,8094
3718,Apr-2022,Adult,Light Rail,951394
3719,Apr-2022,CTP,Light Rail,615146
3720,Apr-2022,Child/Youth,Light Rail,125332
3721,Apr-2022,Concession,Light Rail,174463
3722,Apr-2022,Day Pass without SAF,Light Rail,6
3723,Apr-2022,Employee,Light Rail,6552
3724,Apr-2022,Free Travel,Light Rail,2358
3725,Apr-2022,School Student,Light Rail,13166
3726,Apr-2022,Senior/Pensioner,Light Rail,278917
3727,Apr-2022,Sgl Trip LR Adult,Light Rail,1659
3728,Apr-2022,Sgl Trip LR Child/Youth,Light Rail,896
3729,Apr-2022,Adult,Metro,604787
3730,Apr-2022,CTP,Metro,316827
3731,Apr-2022,Child/Youth,Metro,126592
3732,Apr-2022,Concession,Metro,124694
3733,Apr-2022,Day Pass without SAF,Metro,2
3734,Apr-2022,Employee,Metro,7373
3735,Apr-2022,Free Travel,Metro,931
3736,Apr-2022,School Student,Metro,53990
3737,Apr-2022,Senior/Pensioner,Metro,96771
3738,Apr-2022,Sgl Trip Rail Adult,Metro,2836
3739,Apr-2022,Sgl Trip Rail Child/Youth,Metro,3682
3740,Apr-2022,Adult,Train,8524511
3741,Apr-2022,CTP,Train,4535313
3742,Apr-2022,Child/Youth,Train,832396
3743,Apr-2022,Concession,Train,953331
3744,Apr-2022,Day Pass Child/Youth w/o SAF,Train,2
3745,Apr-2022,Day Pass without SAF,Train,477
3746,Apr-2022,Employee,Train,187612
3747,Apr-2022,Free Travel,Train,16992
3748,Apr-2022,School Student,Train,398546
3749,Apr-2022,Senior/Pensioner,Train,1792395
3750,Apr-2022,Sgl Trip Rail Adult,Train,59034
3751,Apr-2022,Sgl Trip Rail Child/Youth,Train,31540
3752,May-2022,Adult,Bus,5632116
3753,May-2022,Adult Single Bus Trip 1,Bus,106
3754,May-2022,Adult Single Bus Trip 2,Bus,34
3755,May-2022,Adult Single Bus Trip 3,Bus,16
3756,May-2022,CTP,Bus,3857044
3757,May-2022,Child/Youth,Bus,550795
3758,May-2022,Child/Youth Single Bus Trip 1,Bus,2
3759,May-2022,Child/Youth Single Bus Trip 2,Bus,4
3760,May-2022,Concession,Bus,756242
3761,May-2022,Day Pass Child/Youth w/o SAF,Bus,17
3762,May-2022,Day Pass without SAF,Bus,555
3763,May-2022,Employee,Bus,54714
3764,May-2022,Free Travel,Bus,25184
3765,May-2022,On Demand,Bus,21803
3766,May-2022,School Student,Bus,1453409
3767,May-2022,Senior/Pensioner,Bus,2859536
3768,May-2022,Adult,Ferry,285457
3769,May-2022,CTP,Ferry,326216
3770,May-2022,Child/Youth,Ferry,47597
3771,May-2022,Concession,Ferry,15636
3772,May-2022,Day Pass without SAF,Ferry,22
3773,May-2022,Employee,Ferry,4405
3774,May-2022,Free Travel,Ferry,1576
3775,May-2022,School Student,Ferry,10250
3776,May-2022,Senior/Pensioner,Ferry,140823
3777,May-2022,Sgl Trip Ferry Adult,Ferry,16156
3778,May-2022,Sgl Trip Ferry Child/Youth,Ferry,7719
3779,May-2022,Adult,Light Rail,941120
3780,May-2022,CTP,Light Rail,714401
3781,May-2022,Child/Youth,Light Rail,58003
3782,May-2022,Concession,Light Rail,147144
3783,May-2022,Day Pass without SAF,Light Rail,25
3784,May-2022,Employee,Light Rail,7314
3785,May-2022,Free Travel,Light Rail,2750
3786,May-2022,School Student,Light Rail,34231
3787,May-2022,Senior/Pensioner,Light Rail,306419
3788,May-2022,Sgl Trip LR Adult,Light Rail,2277
3789,May-2022,Sgl Trip LR Child/Youth,Light Rail,915
3790,May-2022,Adult,Metro,682645
3791,May-2022,CTP,Metro,386701
3792,May-2022,Child/Youth,Metro,76054
3793,May-2022,Concession,Metro,160565
3794,May-2022,Day Pass without SAF,Metro,11
3795,May-2022,Employee,Metro,9020
3796,May-2022,Free Travel,Metro,1291
3797,May-2022,School Student,Metro,132269
3798,May-2022,Senior/Pensioner,Metro,106441
3799,May-2022,Sgl Trip Rail Adult,Metro,4086
3800,May-2022,Sgl Trip Rail Child/Youth,Metro,4230
3801,May-2022,Adult,Train,9530862
3802,May-2022,CTP,Train,5491488
3803,May-2022,Child/Youth,Train,514081
3804,May-2022,Concession,Train,1075324
3805,May-2022,Day Pass Child/Youth w/o SAF,Train,62
3806,May-2022,Day Pass without SAF,Train,579
3807,May-2022,Employee,Train,221741
3808,May-2022,Free Travel,Train,20779
3809,May-2022,School Student,Train,1012990
3810,May-2022,Senior/Pensioner,Train,2003021
3811,May-2022,Sgl Trip Rail Adult,Train,81255
3812,May-2022,Sgl Trip Rail Child/Youth,Train,34097
3813,Jun-2022,Adult,Bus,5574794
3814,Jun-2022,Adult Single Bus Trip 1,Bus,93
3815,Jun-2022,Adult Single Bus Trip 2,Bus,39
3816,Jun-2022,Adult Single Bus Trip 3,Bus,8
3817,Jun-2022,CTP,Bus,3877626
3818,Jun-2022,Child/Youth,Bus,568172
3819,Jun-2022,Child/Youth Single Bus Trip 1,Bus,4
3820,Jun-2022,Child/Youth Single Bus Trip 2,Bus,2
3821,Jun-2022,Concession,Bus,663253
3822,Jun-2022,Day Pass Child/Youth w/o SAF,Bus,15
3823,Jun-2022,Day Pass without SAF,Bus,665
3824,Jun-2022,Employee,Bus,55746
3825,Jun-2022,Free Travel,Bus,25494
3826,Jun-2022,On Demand,Bus,19223
3827,Jun-2022,School Student,Bus,1333603
3828,Jun-2022,Senior/Pensioner,Bus,2859395
3829,Jun-2022,Adult,Ferry,346291
3830,Jun-2022,CTP,Ferry,406455
3831,Jun-2022,Child/Youth,Ferry,81404
3832,Jun-2022,Concession,Ferry,18557
3833,Jun-2022,Day Pass without SAF,Ferry,16
3834,Jun-2022,Employee,Ferry,5103
3835,Jun-2022,Free Travel,Ferry,1857
3836,Jun-2022,School Student,Ferry,8959
3837,Jun-2022,Senior/Pensioner,Ferry,170352
3838,Jun-2022,Sgl Trip Ferry Adult,Ferry,23803
3839,Jun-2022,Sgl Trip Ferry Child/Youth,Ferry,16354
3840,Jun-2022,Adult,Light Rail,974646
3841,Jun-2022,CTP,Light Rail,765968
3842,Jun-2022,Child/Youth,Light Rail,82612
3843,Jun-2022,Concession,Light Rail,238148
3844,Jun-2022,Day Pass without SAF,Light Rail,29
3845,Jun-2022,Employee,Light Rail,8092
3846,Jun-2022,Free Travel,Light Rail,2926
3847,Jun-2022,School Student,Light Rail,30928
3848,Jun-2022,Senior/Pensioner,Light Rail,337616
3849,Jun-2022,Sgl Trip LR Adult,Light Rail,2940
3850,Jun-2022,Sgl Trip LR Child/Youth,Light Rail,1753
3851,Jun-2022,Adult,Metro,675361
3852,Jun-2022,CTP,Metro,382184
3853,Jun-2022,Child/Youth,Metro,87208
3854,Jun-2022,Concession,Metro,113875
3855,Jun-2022,Day Pass without SAF,Metro,5
3856,Jun-2022,Employee,Metro,9548
3857,Jun-2022,Free Travel,Metro,1147
3858,Jun-2022,School Student,Metro,127005
3859,Jun-2022,Senior/Pensioner,Metro,114975
3860,Jun-2022,Sgl Trip Rail Adult,Metro,4440
3861,Jun-2022,Sgl Trip Rail Child/Youth,Metro,5245
3862,Jun-2022,Adult,Train,9599430
3863,Jun-2022,CTP,Train,5787575
3864,Jun-2022,Child/Youth,Train,658677
3865,Jun-2022,Concession,Train,926877
3866,Jun-2022,Day Pass Child/Youth w/o SAF,Train,196
3867,Jun-2022,Day Pass without SAF,Train,752
3868,Jun-2022,Employee,Train,223849
3869,Jun-2022,Free Travel,Train,20476
3870,Jun-2022,School Student,Train,928372
3871,Jun-2022,Senior/Pensioner,Train,2065840
3872,Jun-2022,Sgl Trip Rail Adult,Train,96650
3873,Jun-2022,Sgl Trip Rail Child/Youth,Train,53636
3874,Jul-2022,Adult,Bus,5385400
3875,Jul-2022,Adult Single Bus Trip 1,Bus,85
3876,Jul-2022,Adult Single Bus Trip 2,Bus,40
3877,Jul-2022,Adult Single Bus Trip 3,Bus,18
3878,Jul-2022,CTP,Bus,3838227
3879,Jul-2022,Child/Youth,Bus,677145
3880,Jul-2022,Child/Youth Single Bus Trip 1,Bus,1
3881,Jul-2022,Child/Youth Single Bus Trip 3,Bus,1
3882,Jul-2022,Concession,Bus,619503
3883,Jul-2022,Day Pass Child/Youth w/o SAF,Bus,2
3884,Jul-2022,Day Pass without SAF,Bus,591
3885,Jul-2022,Employee,Bus,51073
3886,Jul-2022,Free Travel,Bus,22670
3887,Jul-2022,On Demand,Bus,18983
3888,Jul-2022,School Student,Bus,649786
3889,Jul-2022,Senior/Pensioner,Bus,2590620
3890,Jul-2022,Adult,Ferry,257423
3891,Jul-2022,CTP,Ferry,289461
3892,Jul-2022,Child/Youth,Ferry,71905
3893,Jul-2022,Concession,Ferry,12041
3894,Jul-2022,Day Pass without SAF,Ferry,7
3895,Jul-2022,Employee,Ferry,3361
3896,Jul-2022,Free Travel,Ferry,1202
3897,Jul-2022,School Student,Ferry,3722
3898,Jul-2022,Senior/Pensioner,Ferry,104607
3899,Jul-2022,Sgl Trip Ferry Adult,Ferry,21046
3900,Jul-2022,Sgl Trip Ferry Child/Youth,Ferry,15127
3901,Jul-2022,Adult,Light Rail,941788
3902,Jul-2022,CTP,Light Rail,741452
3903,Jul-2022,Child/Youth,Light Rail,107183
3904,Jul-2022,Concession,Light Rail,191810
3905,Jul-2022,Day Pass Child/Youth w/o SAF,Light Rail,4
3906,Jul-2022,Day Pass without SAF,Light Rail,29
3907,Jul-2022,Employee,Light Rail,7201
3908,Jul-2022,Free Travel,Light Rail,2344
3909,Jul-2022,School Student,Light Rail,14828
3910,Jul-2022,Senior/Pensioner,Light Rail,275890
3911,Jul-2022,Sgl Trip LR Adult,Light Rail,3443
3912,Jul-2022,Sgl Trip LR Child/Youth,Light Rail,2392
3913,Jul-2022,Adult,Metro,602643
3914,Jul-2022,CTP,Metro,341982
3915,Jul-2022,Child/Youth,Metro,113396
3916,Jul-2022,Concession,Metro,102727
3917,Jul-2022,Day Pass without SAF,Metro,8
3918,Jul-2022,Employee,Metro,7928
3919,Jul-2022,Free Travel,Metro,990
3920,Jul-2022,School Student,Metro,64043
3921,Jul-2022,Senior/Pensioner,Metro,94024
3922,Jul-2022,Sgl Trip Rail Adult,Metro,3943
3923,Jul-2022,Sgl Trip Rail Child/Youth,Metro,5458
3924,Jul-2022,Adult,Train,8505857
3925,Jul-2022,CTP,Train,5029629
3926,Jul-2022,Child/Youth,Train,657340
3927,Jul-2022,Concession,Train,821714
3928,Jul-2022,Day Pass Child/Youth w/o SAF,Train,10
3929,Jul-2022,Day Pass without SAF,Train,558
3930,Jul-2022,Employee,Train,142520
3931,Jul-2022,Free Travel,Train,16303
3932,Jul-2022,School Student,Train,446561
3933,Jul-2022,Senior/Pensioner,Train,1673035
3934,Jul-2022,Sgl Trip Rail Adult,Train,78750
3935,Jul-2022,Sgl Trip Rail Child/Youth,Train,46925
3936,Aug-2022,Adult,Bus,6018740
3937,Aug-2022,Adult Single Bus Trip 1,Bus,94
3938,Aug-2022,Adult Single Bus Trip 2,Bus,52
3939,Aug-2022,Adult Single Bus Trip 3,Bus,22
3940,Aug-2022,CTP,Bus,4329612
3941,Aug-2022,Child/Youth,Bus,556563
3942,Aug-2022,Concession,Bus,898039
3943,Aug-2022,Day Pass Child/Youth w/o SAF,Bus,9
3944,Aug-2022,Day Pass without SAF,Bus,787
3945,Aug-2022,Employee,Bus,55583
3946,Aug-2022,Free Travel,Bus,26661
3947,Aug-2022,On Demand,Bus,21070
3948,Aug-2022,School Student,Bus,1558539
3949,Aug-2022,Senior/Pensioner,Bus,2936059
3950,Aug-2022,Adult,Ferry,294302
3951,Aug-2022,CTP,Ferry,341515
3952,Aug-2022,Child/Youth,Ferry,44986
3953,Aug-2022,Concession,Ferry,16600
3954,Aug-2022,Day Pass without SAF,Ferry,7
3955,Aug-2022,Employee,Ferry,3470
3956,Aug-2022,Free Travel,Ferry,1429
3957,Aug-2022,School Student,Ferry,9400
3958,Aug-2022,Senior/Pensioner,Ferry,137410
3959,Aug-2022,Sgl Trip Ferry Adult,Ferry,21714
3960,Aug-2022,Sgl Trip Ferry Child/Youth,Ferry,9912
3961,Aug-2022,Adult,Light Rail,982069
3962,Aug-2022,CTP,Light Rail,778397
3963,Aug-2022,Child/Youth,Light Rail,61505
3964,Aug-2022,Concession,Light Rail,172408
3965,Aug-2022,Day Pass Child/Youth w/o SAF,Light Rail,5
3966,Aug-2022,Day Pass without SAF,Light Rail,38
3967,Aug-2022,Employee,Light Rail,7555
3968,Aug-2022,Free Travel,Light Rail,2619
3969,Aug-2022,School Student,Light Rail,33868
3970,Aug-2022,Senior/Pensioner,Light Rail,307001
3971,Aug-2022,Sgl Trip LR Adult,Light Rail,3200
3972,Aug-2022,Sgl Trip LR Child/Youth,Light Rail,1261
3973,Aug-2022,Adult,Metro,680455
3974,Aug-2022,CTP,Metro,399797
3975,Aug-2022,Child/Youth,Metro,68298
3976,Aug-2022,Concession,Metro,186240
3977,Aug-2022,Day Pass without SAF,Metro,3
3978,Aug-2022,Employee,Metro,8780
3979,Aug-2022,Free Travel,Metro,1041
3980,Aug-2022,School Student,Metro,148403
3981,Aug-2022,Senior/Pensioner,Metro,102663
3982,Aug-2022,Sgl Trip Rail Adult,Metro,3449
3983,Aug-2022,Sgl Trip Rail Child/Youth,Metro,3428
3984,Aug-2022,Adult,Train,8832790
3985,Aug-2022,CTP,Train,5206540
3986,Aug-2022,Child/Youth,Train,416534
3987,Aug-2022,Concession,Train,1138259
3988,Aug-2022,Day Pass Child/Youth w/o SAF,Train,7
3989,Aug-2022,Day Pass without SAF,Train,562
3990,Aug-2022,Employee,Train,108228
3991,Aug-2022,Free Travel,Train,15758
3992,Aug-2022,School Student,Train,896023
3993,Aug-2022,Senior/Pensioner,Train,1783567
3994,Aug-2022,Sgl Trip Rail Adult,Train,68780
3995,Aug-2022,Sgl Trip Rail Child/Youth,Train,24711
3996,Sep-2022,Adult,Bus,5809458
3997,Sep-2022,Adult Single Bus Trip 1,Bus,81
3998,Sep-2022,Adult Single Bus Trip 2,Bus,48
3999,Sep-2022,Adult Single Bus Trip 3,Bus,24
4000,Sep-2022,CTP,Bus,4348438
4001,Sep-2022,Child/Youth,Bus,623682
4002,Sep-2022,Child/Youth Single Bus Trip 1,Bus,5
4003,Sep-2022,Child/Youth Single Bus Trip 2,Bus,7
4004,Sep-2022,Concession,Bus,747522
4005,Sep-2022,Day Pass Child/Youth w/o SAF,Bus,6
4006,Sep-2022,Day Pass without SAF,Bus,693
4007,Sep-2022,Employee,Bus,53584
4008,Sep-2022,Free Travel,Bus,24843
4009,Sep-2022,On Demand,Bus,21062
4010,Sep-2022,School Student,Bus,1050246
4011,Sep-2022,Senior/Pensioner,Bus,2807482
4012,Sep-2022,Adult,Ferry,302439
4013,Sep-2022,CTP,Ferry,369608
4014,Sep-2022,Child/Youth,Ferry,69066
4015,Sep-2022,Concession,Ferry,14785
4016,Sep-2022,Day Pass Child/Youth w/o SAF,Ferry,6
4017,Sep-2022,Day Pass without SAF,Ferry,34
4018,Sep-2022,Employee,Ferry,3624
4019,Sep-2022,Free Travel,Ferry,1485
4020,Sep-2022,School Student,Ferry,7475
4021,Sep-2022,Senior/Pensioner,Ferry,135130
4022,Sep-2022,Sgl Trip Ferry Adult,Ferry,24863
4023,Sep-2022,Sgl Trip Ferry Child/Youth,Ferry,15116
4024,Sep-2022,Adult,Light Rail,1017785
4025,Sep-2022,CTP,Light Rail,839697
4026,Sep-2022,Child/Youth,Light Rail,91882
4027,Sep-2022,Concession,Light Rail,202936
4028,Sep-2022,Day Pass without SAF,Light Rail,19
4029,Sep-2022,Employee,Light Rail,7184
4030,Sep-2022,Free Travel,Light Rail,2657
4031,Sep-2022,School Student,Light Rail,26405
4032,Sep-2022,Senior/Pensioner,Light Rail,305705
4033,Sep-2022,Sgl Trip LR Adult,Light Rail,3426
4034,Sep-2022,Sgl Trip LR Child/Youth,Light Rail,1837
4035,Sep-2022,Adult,Metro,660673
4036,Sep-2022,CTP,Metro,397176
4037,Sep-2022,Child/Youth,Metro,88386
4038,Sep-2022,Concession,Metro,132959
4039,Sep-2022,Day Pass without SAF,Metro,4
4040,Sep-2022,Employee,Metro,7222
4041,Sep-2022,Free Travel,Metro,922
4042,Sep-2022,School Student,Metro,103633
4043,Sep-2022,Senior/Pensioner,Metro,106598
4044,Sep-2022,Sgl Trip Rail Adult,Metro,3587
4045,Sep-2022,Sgl Trip Rail Child/Youth,Metro,3904
4046,Sep-2022,Adult,Train,8976720
4047,Sep-2022,CTP,Train,5584493
4048,Sep-2022,Child/Youth,Train,563286
4049,Sep-2022,Concession,Train,1010931
4050,Sep-2022,Day Pass Child/Youth w/o SAF,Train,11
4051,Sep-2022,Day Pass without SAF,Train,661
4052,Sep-2022,Employee,Train,118894
4053,Sep-2022,Free Travel,Train,16554
4054,Sep-2022,School Student,Train,632981
4055,Sep-2022,Senior/Pensioner,Train,1849464
4056,Sep-2022,Sgl Trip Rail Adult,Train,76159
4057,Sep-2022,Sgl Trip Rail Child/Youth,Train,34558
4058,Oct-2022,Adult,Bus,6136773
4059,Oct-2022,Adult Single Bus Trip 1,Bus,134
4060,Oct-2022,Adult Single Bus Trip 2,Bus,42
4061,Oct-2022,Adult Single Bus Trip 3,Bus,22
4062,Oct-2022,CTP,Bus,4854953
4063,Oct-2022,Child/Youth,Bus,683823
4064,Oct-2022,Concession,Bus,774831
4065,Oct-2022,Day Pass Child/Youth w/o SAF,Bus,18
4066,Oct-2022,Day Pass without SAF,Bus,788
4067,Oct-2022,Employee,Bus,56671
4068,Oct-2022,Free Travel,Bus,26586
4069,Oct-2022,On Demand,Bus,20702
4070,Oct-2022,School Student,Bus,1066215
4071,Oct-2022,Senior/Pensioner,Bus,2961033
4072,Oct-2022,Adult,Ferry,325122
4073,Oct-2022,CTP,Ferry,390884
4074,Oct-2022,Child/Youth,Ferry,70259
4075,Oct-2022,Concession,Ferry,13911
4076,Oct-2022,Day Pass Child/Youth w/o SAF,Ferry,45
4077,Oct-2022,Day Pass without SAF,Ferry,11
4078,Oct-2022,Employee,Ferry,3867
4079,Oct-2022,Free Travel,Ferry,1684
4080,Oct-2022,School Student,Ferry,6787
4081,Oct-2022,Senior/Pensioner,Ferry,149758
4082,Oct-2022,Sgl Trip Ferry Adult,Ferry,27587
4083,Oct-2022,Sgl Trip Ferry Child/Youth,Ferry,12306
4084,Oct-2022,Adult,Light Rail,1019352
4085,Oct-2022,CTP,Light Rail,920500
4086,Oct-2022,Child/Youth,Light Rail,85426
4087,Oct-2022,Concession,Light Rail,190739
4088,Oct-2022,Day Pass Child/Youth w/o SAF,Light Rail,45
4089,Oct-2022,Day Pass without SAF,Light Rail,40
4090,Oct-2022,Employee,Light Rail,7197
4091,Oct-2022,Free Travel,Light Rail,2675
4092,Oct-2022,School Student,Light Rail,20003
4093,Oct-2022,Senior/Pensioner,Light Rail,320637
4094,Oct-2022,Sgl Trip LR Adult,Light Rail,4414
4095,Oct-2022,Sgl Trip LR Child/Youth,Light Rail,1665
4096,Oct-2022,Adult,Metro,642145
4097,Oct-2022,CTP,Metro,408491
4098,Oct-2022,Child/Youth,Metro,90128
4099,Oct-2022,Concession,Metro,144844
4100,Oct-2022,Day Pass without SAF,Metro,12
4101,Oct-2022,Employee,Metro,8227
4102,Oct-2022,Free Travel,Metro,1069
4103,Oct-2022,School Student,Metro,104338
4104,Oct-2022,Senior/Pensioner,Metro,109339
4105,Oct-2022,Sgl Trip Rail Adult,Metro,3953
4106,Oct-2022,Sgl Trip Rail Child/Youth,Metro,4472
4107,Oct-2022,Adult,Train,9482179
4108,Oct-2022,CTP,Train,6285173
4109,Oct-2022,Child/Youth,Train,605550
4110,Oct-2022,Concession,Train,1046116
4111,Oct-2022,Day Pass Child/Youth w/o SAF,Train,72
4112,Oct-2022,Day Pass without SAF,Train,713
4113,Oct-2022,Employee,Train,132850
4114,Oct-2022,Free Travel,Train,17974
4115,Oct-2022,School Student,Train,661274
4116,Oct-2022,Senior/Pensioner,Train,2046978
4117,Oct-2022,Sgl Trip Rail Adult,Train,92735
4118,Oct-2022,Sgl Trip Rail Child/Youth,Train,38905
4119,Nov-2022,Adult,Bus,6474148
4120,Nov-2022,Adult Single Bus Trip 1,Bus,91
4121,Nov-2022,Adult Single Bus Trip 2,Bus,36
4122,Nov-2022,Adult Single Bus Trip 3,Bus,22
4123,Nov-2022,CTP,Bus,5249541
4124,Nov-2022,Child/Youth,Bus,627975
4125,Nov-2022,Child/Youth Single Bus Trip 1,Bus,1
4126,Nov-2022,Child/Youth Single Bus Trip 2,Bus,3
4127,Nov-2022,Child/Youth Single Bus Trip 3,Bus,1
4128,Nov-2022,Concession,Bus,683684
4129,Nov-2022,Day Pass Child/Youth w/o SAF,Bus,11
4130,Nov-2022,Day Pass without SAF,Bus,846
4131,Nov-2022,Employee,Bus,60203
4132,Nov-2022,Free Travel,Bus,29299
4133,Nov-2022,On Demand,Bus,21311
4134,Nov-2022,School Student,Bus,1430322
4135,Nov-2022,Senior/Pensioner,Bus,3198927
4136,Nov-2022,Adult,Ferry,371568
4137,Nov-2022,CTP,Ferry,488778
4138,Nov-2022,Child/Youth,Ferry,54727
4139,Nov-2022,Concession,Ferry,16325
4140,Nov-2022,Day Pass Child/Youth w/o SAF,Ferry,69
4141,Nov-2022,Day Pass without SAF,Ferry,21
4142,Nov-2022,Employee,Ferry,4163
4143,Nov-2022,Free Travel,Ferry,1842
4144,Nov-2022,School Student,Ferry,10021
4145,Nov-2022,Senior/Pensioner,Ferry,172226
4146,Nov-2022,Sgl Trip Ferry Adult,Ferry,31619
4147,Nov-2022,Sgl Trip Ferry Child/Youth,Ferry,8872
4148,Nov-2022,Adult,Light Rail,1063223
4149,Nov-2022,CTP,Light Rail,956717
4150,Nov-2022,Child/Youth,Light Rail,66409
4151,Nov-2022,Concession,Light Rail,183694
4152,Nov-2022,Day Pass Child/Youth w/o SAF,Light Rail,2
4153,Nov-2022,Day Pass without SAF,Light Rail,44
4154,Nov-2022,Employee,Light Rail,7874
4155,Nov-2022,Free Travel,Light Rail,2913
4156,Nov-2022,School Student,Light Rail,28666
4157,Nov-2022,Senior/Pensioner,Light Rail,331749
4158,Nov-2022,Sgl Trip LR Adult,Light Rail,3875
4159,Nov-2022,Sgl Trip LR Child/Youth,Light Rail,967
4160,Nov-2022,Adult,Metro,604879
4161,Nov-2022,CTP,Metro,386998
4162,Nov-2022,Child/Youth,Metro,74878
4163,Nov-2022,Concession,Metro,96744
4164,Nov-2022,Day Pass without SAF,Metro,11
4165,Nov-2022,Employee,Metro,7755
4166,Nov-2022,Free Travel,Metro,930
4167,Nov-2022,School Student,Metro,112233
4168,Nov-2022,Senior/Pensioner,Metro,104597
4169,Nov-2022,Sgl Trip Rail Adult,Metro,4073
4170,Nov-2022,Sgl Trip Rail Child/Youth,Metro,3742
4171,Nov-2022,Adult,Train,8160819
4172,Nov-2022,CTP,Train,5503863
4173,Nov-2022,Child/Youth,Train,443403
4174,Nov-2022,Concession,Train,706517
4175,Nov-2022,Day Pass Child/Youth w/o SAF,Train,137
4176,Nov-2022,Day Pass without SAF,Train,629
4177,Nov-2022,Employee,Train,120096
4178,Nov-2022,Free Travel,Train,16005
4179,Nov-2022,School Student,Train,684882
4180,Nov-2022,Senior/Pensioner,Train,1762103
4181,Nov-2022,Sgl Trip Rail Adult,Train,81731
4182,Nov-2022,Sgl Trip Rail Child/Youth,Train,25125
4183,Dec-2022,Adult,Bus,6005060
4184,Dec-2022,Adult Single Bus Trip 1,Bus,89
4185,Dec-2022,Adult Single Bus Trip 2,Bus,26
4186,Dec-2022,Adult Single Bus Trip 3,Bus,23
4187,Dec-2022,CTP,Bus,5154068
4188,Dec-2022,Child/Youth,Bus,779633
4189,Dec-2022,Child/Youth Single Bus Trip 1,Bus,2
4190,Dec-2022,Child/Youth Single Bus Trip 2,Bus,1
4191,Dec-2022,Concession,Bus,540844
4192,Dec-2022,Day Pass Child/Youth w/o SAF,Bus,76
4193,Dec-2022,Day Pass without SAF,Bus,875
4194,Dec-2022,Employee,Bus,57600
4195,Dec-2022,Free Travel,Bus,27112
4196,Dec-2022,On Demand,Bus,19991
4197,Dec-2022,School Student,Bus,609216
4198,Dec-2022,Senior/Pensioner,Bus,3033997
4199,Dec-2022,Adult,Ferry,429176
4200,Dec-2022,CTP,Ferry,566889
4201,Dec-2022,Child/Youth,Ferry,103735
4202,Dec-2022,Concession,Ferry,17670
4203,Dec-2022,Day Pass Child/Youth w/o SAF,Ferry,99
4204,Dec-2022,Day Pass without SAF,Ferry,27
4205,Dec-2022,Employee,Ferry,4430
4206,Dec-2022,Free Travel,Ferry,1886
4207,Dec-2022,School Student,Ferry,5633
4208,Dec-2022,Senior/Pensioner,Ferry,168663
