_id,Year_Month,Card_type,Travel_Mode,Trip
1817,Sep-2019,Adult,Train,24439462
1818,Sep-2019,CTP,Train,1419949
1819,Sep-2019,Child/Youth,Train,958683
1820,Sep-2019,Concession,Train,2030930
1821,Sep-2019,Day Pass Child/Youth w/o SAF,Train,180
1822,Sep-2019,Day Pass without SAF,Train,835
1823,Sep-2019,Employee,Train,335156
1824,Sep-2019,Free Travel,Train,34036
1825,Sep-2019,School Student,Train,1156754
1826,Sep-2019,Senior/Pensioner,Train,2906578
1827,Sep-2019,Sgl Trip Rail Adult,Train,193064
1828,Sep-2019,Sgl Trip Rail Child/Youth,Train,42711
1829,Oct-2019,Adult,Bus,15278827
1830,Oct-2019,Adult Single Bus Trip 1,Bus,68763
1831,Oct-2019,Adult Single Bus Trip 2,Bus,35689
1832,Oct-2019,Adult Single Bus Trip 3,Bus,8464
1833,Oct-2019,CTP,Bus,1367495
1834,Oct-2019,Child/Youth,Bus,1503845
1835,Oct-2019,Child/Youth Single Bus Trip 1,Bus,23363
1836,Oct-2019,Child/Youth Single Bus Trip 2,Bus,16736
1837,Oct-2019,Child/Youth Single Bus Trip 3,Bus,4514
1838,Oct-2019,Concession,Bus,1789622
1839,Oct-2019,Day Pass Child/Youth w/o SAF,Bus,94
1840,Oct-2019,Day Pass without SAF,Bus,1091
1841,Oct-2019,Employee,Bus,96225
1842,Oct-2019,Free Travel,Bus,42777
1843,Oct-2019,On Demand,Bus,25895
1844,Oct-2019,School Student,Bus,1933260
1845,Oct-2019,Senior/Pensioner,Bus,4467434
1846,Oct-2019,Adult,Ferry,782712
1847,Oct-2019,CTP,Ferry,144705
1848,Oct-2019,Child/Youth,Ferry,121078
1849,Oct-2019,Concession,Ferry,23124
1850,Oct-2019,Day Pass Child/Youth w/o SAF,Ferry,528
1851,Oct-2019,Day Pass without SAF,Ferry,76
1852,Oct-2019,Employee,Ferry,5071
1853,Oct-2019,Free Travel,Ferry,2311
1854,Oct-2019,School Student,Ferry,2381
1855,Oct-2019,Senior/Pensioner,Ferry,211866
1856,Oct-2019,Sgl Trip Ferry Adult,Ferry,36475
1857,Oct-2019,Sgl Trip Ferry Child/Youth,Ferry,10120
1858,Oct-2019,Adult,Light Rail,631702
1859,Oct-2019,CTP,Light Rail,82384
1860,Oct-2019,Child/Youth,Light Rail,56750
1861,Oct-2019,Concession,Light Rail,36384
1862,Oct-2019,Day Pass Child/Youth w/o SAF,Light Rail,13
1863,Oct-2019,Day Pass without SAF,Light Rail,20
1864,Oct-2019,Employee,Light Rail,1756
1865,Oct-2019,Free Travel,Light Rail,1323
1866,Oct-2019,School Student,Light Rail,6472
1867,Oct-2019,Senior/Pensioner,Light Rail,178727
1868,Oct-2019,Sgl Trip LR Adult,Light Rail,2286
1869,Oct-2019,Sgl Trip LR Child/Youth,Light Rail,848
1870,Oct-2019,Adult,Metro,1461547.869
1871,Oct-2019,CTP,Metro,148911.5375
1872,Oct-2019,Child/Youth,Metro,139949.1529
1873,Oct-2019,Concession,Metro,234295.3295
1874,Oct-2019,Day Pass without SAF,Metro,11.993033
1875,Oct-2019,Employee,Metro,9796.150491
1876,Oct-2019,Free Travel,Metro,1993.975411
1877,Oct-2019,School Student,Metro,58308.79011
1878,Oct-2019,Senior/Pensioner,Metro,139063.8281
1879,Oct-2019,Sgl Trip Rail Adult,Metro,7918.73612
1880,Oct-2019,Sgl Trip Rail Child/Youth,Metro,5121.971302
1881,Oct-2019,Adult,Train,24651070
1882,Oct-2019,CTP,Train,2485677
1883,Oct-2019,Child/Youth,Train,1238755
1884,Oct-2019,Concession,Train,2075291
1885,Oct-2019,Day Pass Child/Youth w/o SAF,Train,258
1886,Oct-2019,Day Pass without SAF,Train,895
1887,Oct-2019,Employee,Train,353157
1888,Oct-2019,Free Travel,Train,36726
1889,Oct-2019,School Student,Train,771963
1890,Oct-2019,Senior/Pensioner,Train,3130129
1891,Oct-2019,Sgl Trip Rail Adult,Train,201464
1892,Oct-2019,Sgl Trip Rail Child/Youth,Train,53099
1893,Nov-2019,Adult,Bus,14719303
1894,Nov-2019,Adult Single Bus Trip 1,Bus,52753
1895,Nov-2019,Adult Single Bus Trip 2,Bus,27310
1896,Nov-2019,Adult Single Bus Trip 3,Bus,7189
1897,Nov-2019,CTP,Bus,2036680
1898,Nov-2019,Child/Youth,Bus,1273847
1899,Nov-2019,Child/Youth Single Bus Trip 1,Bus,14456
1900,Nov-2019,Child/Youth Single Bus Trip 2,Bus,8991
1901,Nov-2019,Child/Youth Single Bus Trip 3,Bus,2881
1902,Nov-2019,Concession,Bus,1511797
1903,Nov-2019,Day Pass Child/Youth w/o SAF,Bus,81
1904,Nov-2019,Day Pass without SAF,Bus,998
1905,Nov-2019,Employee,Bus,95973
1906,Nov-2019,Free Travel,Bus,42709
1907,Nov-2019,On Demand,Bus,26304
1908,Nov-2019,School Student,Bus,2787603
1909,Nov-2019,Senior/Pensioner,Bus,4444174
1910,Nov-2019,Adult,Ferry,754173
1911,Nov-2019,CTP,Ferry,169582
1912,Nov-2019,Child/Youth,Ferry,73879
1913,Nov-2019,Concession,Ferry,20952
1914,Nov-2019,Day Pass Child/Youth w/o SAF,Ferry,431
1915,Nov-2019,Day Pass without SAF,Ferry,111
1916,Nov-2019,Employee,Ferry,5303
1917,Nov-2019,Free Travel,Ferry,2126
1918,Nov-2019,School Student,Ferry,3425
1919,Nov-2019,Senior/Pensioner,Ferry,194361
1920,Nov-2019,Sgl Trip Ferry Adult,Ferry,36807
1921,Nov-2019,Sgl Trip Ferry Child/Youth,Ferry,5826
1922,Nov-2019,Adult,Light Rail,613974
1923,Nov-2019,CTP,Light Rail,98306
1924,Nov-2019,Child/Youth,Light Rail,46507
1925,Nov-2019,Concession,Light Rail,32785
1926,Nov-2019,Day Pass without SAF,Light Rail,18
1927,Nov-2019,Employee,Light Rail,1751
1928,Nov-2019,Free Travel,Light Rail,1328
1929,Nov-2019,School Student,Light Rail,9377
1930,Nov-2019,Senior/Pensioner,Light Rail,170285
1931,Nov-2019,Sgl Trip LR Adult,Light Rail,1971
1932,Nov-2019,Sgl Trip LR Child/Youth,Light Rail,508
1933,Nov-2019,Adult,Metro,1368787
1934,Nov-2019,CTP,Metro,174479
1935,Nov-2019,Child/Youth,Metro,92154
1936,Nov-2019,Concession,Metro,168049
1937,Nov-2019,Day Pass Child/Youth w/o SAF,Metro,5
1938,Nov-2019,Day Pass without SAF,Metro,17
1939,Nov-2019,Employee,Metro,9411
1940,Nov-2019,Free Travel,Metro,1906
1941,Nov-2019,School Student,Metro,92178
1942,Nov-2019,Senior/Pensioner,Metro,130042
1943,Nov-2019,Sgl Trip Rail Adult,Metro,7271
1944,Nov-2019,Sgl Trip Rail Child/Youth,Metro,3238
1945,Nov-2019,Adult,Train,23606323
1946,Nov-2019,CTP,Train,3041703
1947,Nov-2019,Child/Youth,Train,975672
1948,Nov-2019,Concession,Train,1706591
1949,Nov-2019,Day Pass Child/Youth w/o SAF,Train,429
1950,Nov-2019,Day Pass without SAF,Train,1006
1951,Nov-2019,Employee,Train,350623
1952,Nov-2019,Free Travel,Train,35204
1953,Nov-2019,School Student,Train,1140317
1954,Nov-2019,Senior/Pensioner,Train,3041509
1955,Nov-2019,Sgl Trip Rail Adult,Train,199332
1956,Nov-2019,Sgl Trip Rail Child/Youth,Train,38441
1957,Dec-2019,Adult,Bus,12722252
1958,Dec-2019,Adult Single Bus Trip 1,Bus,51990
1959,Dec-2019,Adult Single Bus Trip 2,Bus,27391
1960,Dec-2019,Adult Single Bus Trip 3,Bus,7586
1961,Dec-2019,CTP,Bus,2232214
1962,Dec-2019,Child/Youth,Bus,1447321
1963,Dec-2019,Child/Youth Single Bus Trip 1,Bus,17165
1964,Dec-2019,Child/Youth Single Bus Trip 2,Bus,13106
1965,Dec-2019,Child/Youth Single Bus Trip 3,Bus,4314
1966,Dec-2019,Concession,Bus,1033031
1967,Dec-2019,Day Pass Child/Youth w/o SAF,Bus,84
1968,Dec-2019,Day Pass without SAF,Bus,850
1969,Dec-2019,Employee,Bus,89096
1970,Dec-2019,Free Travel,Bus,39503
1971,Dec-2019,On Demand,Bus,23818
1972,Dec-2019,School Student,Bus,1307381
1973,Dec-2019,Senior/Pensioner,Bus,4182665
1974,Dec-2019,Adult,Ferry,830422
1975,Dec-2019,CTP,Ferry,216150
1976,Dec-2019,Child/Youth,Ferry,132933
1977,Dec-2019,Concession,Ferry,23086
1978,Dec-2019,Day Pass Child/Youth w/o SAF,Ferry,25
1979,Dec-2019,Day Pass without SAF,Ferry,79
1980,Dec-2019,Employee,Ferry,5047
1981,Dec-2019,Free Travel,Ferry,2168
1982,Dec-2019,School Student,Ferry,2510
1983,Dec-2019,Senior/Pensioner,Ferry,182312
1984,Dec-2019,Sgl Trip Ferry Adult,Ferry,47920
1985,Dec-2019,Sgl Trip Ferry Child/Youth,Ferry,15074
1986,Dec-2019,Adult,Light Rail,1023861
1987,Dec-2019,CTP,Light Rail,203419
1988,Dec-2019,Child/Youth,Light Rail,118039
1989,Dec-2019,Concession,Light Rail,46274
1990,Dec-2019,Day Pass without SAF,Light Rail,16
1991,Dec-2019,Employee,Light Rail,3226
1992,Dec-2019,Free Travel,Light Rail,2233
1993,Dec-2019,School Student,Light Rail,7486
1994,Dec-2019,Senior/Pensioner,Light Rail,268570
1995,Dec-2019,Sgl Trip LR Adult,Light Rail,7585
1996,Dec-2019,Sgl Trip LR Child/Youth,Light Rail,2907
1997,Dec-2019,Adult,Metro,1240804
1998,Dec-2019,CTP,Metro,191824
1999,Dec-2019,Child/Youth,Metro,151506
2000,Dec-2019,Concession,Metro,117858
2001,Dec-2019,Day Pass without SAF,Metro,7
2002,Dec-2019,Employee,Metro,9472
2003,Dec-2019,Free Travel,Metro,1910
2004,Dec-2019,School Student,Metro,51793
2005,Dec-2019,Senior/Pensioner,Metro,140387
2006,Dec-2019,Sgl Trip Rail Adult,Metro,10143
2007,Dec-2019,Sgl Trip Rail Child/Youth,Metro,7114
2008,Dec-2019,Adult,Train,20632690
2009,Dec-2019,CTP,Train,3082829
2010,Dec-2019,Child/Youth,Train,1248962
2011,Dec-2019,Concession,Train,1293890
2012,Dec-2019,Day Pass Child/Youth w/o SAF,Train,103
2013,Dec-2019,Day Pass without SAF,Train,841
2014,Dec-2019,Employee,Train,313184
2015,Dec-2019,Free Travel,Train,30754
2016,Dec-2019,School Student,Train,539145
2017,Dec-2019,Senior/Pensioner,Train,2856582
2018,Dec-2019,Sgl Trip Rail Adult,Train,212735
2019,Dec-2019,Sgl Trip Rail Child/Youth,Train,63435
2020,Jan-2020,Adult,Bus,12404965
2021,Jan-2020,Adult Single Bus Trip 1,Bus,49458
2022,Jan-2020,Adult Single Bus Trip 2,Bus,25989
2023,Jan-2020,Adult Single Bus Trip 3,Bus,7329
2024,Jan-2020,CTP,Bus,2628423
2025,Jan-2020,Child/Youth,Bus,1611069
2026,Jan-2020,Child/Youth Single Bus Trip 1,Bus,18956
2027,Jan-2020,Child/Youth Single Bus Trip 2,Bus,14724
2028,Jan-2020,Child/Youth Single Bus Trip 3,Bus,5103
2029,Jan-2020,Concession,Bus,910944
2030,Jan-2020,Day Pass Child/Youth w/o SAF,Bus,67
2031,Jan-2020,Day Pass without SAF,Bus,908
2032,Jan-2020,Employee,Bus,86718
2033,Jan-2020,Free Travel,Bus,38216
2034,Jan-2020,On Demand,Bus,25607
2035,Jan-2020,School Student,Bus,336070
2036,Jan-2020,Senior/Pensioner,Bus,3965486
2037,Jan-2020,Adult,Ferry,803124
2038,Jan-2020,CTP,Ferry,232669
2039,Jan-2020,Child/Youth,Ferry,180915
2040,Jan-2020,Concession,Ferry,22170
2041,Jan-2020,Day Pass Child/Youth w/o SAF,Ferry,4
2042,Jan-2020,Day Pass without SAF,Ferry,29
2043,Jan-2020,Employee,Ferry,5270
2044,Jan-2020,Free Travel,Ferry,2192
2045,Jan-2020,School Student,Ferry,914
2046,Jan-2020,Senior/Pensioner,Ferry,208272
2047,Jan-2020,Sgl Trip Ferry Adult,Ferry,48444
2048,Jan-2020,Sgl Trip Ferry Child/Youth,Ferry,18322
2049,Jan-2020,Adult,Light Rail,1287340
2050,Jan-2020,CTP,Light Rail,288022
2051,Jan-2020,Child/Youth,Light Rail,185322
2052,Jan-2020,Concession,Light Rail,59744
2053,Jan-2020,Day Pass Child/Youth w/o SAF,Light Rail,2
2054,Jan-2020,Day Pass without SAF,Light Rail,24
2055,Jan-2020,Employee,Light Rail,3301
2056,Jan-2020,Free Travel,Light Rail,2769
2057,Jan-2020,School Student,Light Rail,5056
2058,Jan-2020,Senior/Pensioner,Light Rail,334259
2059,Jan-2020,Sgl Trip LR Adult,Light Rail,10700
2060,Jan-2020,Sgl Trip LR Child/Youth,Light Rail,4367
2061,Jan-2020,Adult,Metro,1222213
2062,Jan-2020,CTP,Metro,198421
2063,Jan-2020,Child/Youth,Metro,173317
2064,Jan-2020,Concession,Metro,108098
2065,Jan-2020,Day Pass Child/Youth w/o SAF,Metro,2
2066,Jan-2020,Day Pass without SAF,Metro,13
2067,Jan-2020,Employee,Metro,8277
2068,Jan-2020,Free Travel,Metro,1600
2069,Jan-2020,School Student,Metro,9594
2070,Jan-2020,Senior/Pensioner,Metro,130685
2071,Jan-2020,Sgl Trip Rail Adult,Metro,7000
2072,Jan-2020,Sgl Trip Rail Child/Youth,Metro,6226
2073,Jan-2020,Adult,Train,20047422
2074,Jan-2020,CTP,Train,3416625
2075,Jan-2020,Child/Youth,Train,1383839
2076,Jan-2020,Concession,Train,1177198
2077,Jan-2020,Day Pass Child/Youth w/o SAF,Train,66
2078,Jan-2020,Day Pass without SAF,Train,886
2079,Jan-2020,Employee,Train,303539
2080,Jan-2020,Free Travel,Train,29692
2081,Jan-2020,School Student,Train,135534
2082,Jan-2020,Senior/Pensioner,Train,2660591
2083,Jan-2020,Sgl Trip Rail Adult,Train,176497
2084,Jan-2020,Sgl Trip Rail Child/Youth,Train,67572
2085,Feb-2020,Adult,Bus,12587420
2086,Feb-2020,Adult Single Bus Trip 1,Bus,46306
2087,Feb-2020,Adult Single Bus Trip 2,Bus,23497
2088,Feb-2020,Adult Single Bus Trip 3,Bus,6781
2089,Feb-2020,CTP,Bus,2889541
2090,Feb-2020,Child/Youth,Bus,1267671
2091,Feb-2020,Child/Youth Single Bus Trip 1,Bus,11037
2092,Feb-2020,Child/Youth Single Bus Trip 2,Bus,7638
2093,Feb-2020,Child/Youth Single Bus Trip 3,Bus,2825
2094,Feb-2020,Concession,Bus,1322299
2095,Feb-2020,Day Pass Child/Youth w/o SAF,Bus,48
2096,Feb-2020,Day Pass without SAF,Bus,1070
2097,Feb-2020,Employee,Bus,88938
2098,Feb-2020,Free Travel,Bus,39465
2099,Feb-2020,On Demand,Bus,25615
2100,Feb-2020,School Student,Bus,2961680
2101,Feb-2020,Senior/Pensioner,Bus,3924662
2102,Feb-2020,Adult,Ferry,594851
2103,Feb-2020,CTP,Ferry,192978
2104,Feb-2020,Child/Youth,Ferry,47403
2105,Feb-2020,Concession,Ferry,19386
2106,Feb-2020,Day Pass without SAF,Ferry,21
2107,Feb-2020,Employee,Ferry,4206
2108,Feb-2020,Free Travel,Ferry,1854
2109,Feb-2020,School Student,Ferry,6360
2110,Feb-2020,Senior/Pensioner,Ferry,160799
2111,Feb-2020,Sgl Trip Ferry Adult,Ferry,31263
2112,Feb-2020,Sgl Trip Ferry Child/Youth,Ferry,4187
2113,Feb-2020,Adult,Light Rail,1153361
2114,Feb-2020,CTP,Light Rail,288259
2115,Feb-2020,Child/Youth,Light Rail,74902
2116,Feb-2020,Concession,Light Rail,90573
2117,Feb-2020,Day Pass without SAF,Light Rail,61
2118,Feb-2020,Employee,Light Rail,2953
2119,Feb-2020,Free Travel,Light Rail,2461
2120,Feb-2020,School Student,Light Rail,50375
2121,Feb-2020,Senior/Pensioner,Light Rail,279333
2122,Feb-2020,Sgl Trip LR Adult,Light Rail,7394
2123,Feb-2020,Sgl Trip LR Child/Youth,Light Rail,1087
2124,Feb-2020,Adult,Metro,1210442
2125,Feb-2020,CTP,Metro,213212
2126,Feb-2020,Child/Youth,Metro,104015
2127,Feb-2020,Concession,Metro,148953
2128,Feb-2020,Day Pass without SAF,Metro,25
2129,Feb-2020,Employee,Metro,9771
2130,Feb-2020,Free Travel,Metro,1583
2131,Feb-2020,School Student,Metro,95832
2132,Feb-2020,Senior/Pensioner,Metro,107389
2133,Feb-2020,Sgl Trip Rail Adult,Metro,5660
2134,Feb-2020,Sgl Trip Rail Child/Youth,Metro,3213
2135,Feb-2020,Adult,Train,19921172
2136,Feb-2020,CTP,Train,3621285
2137,Feb-2020,Child/Youth,Train,851652
2138,Feb-2020,Concession,Train,1536386
2139,Feb-2020,Day Pass Child/Youth w/o SAF,Train,38
2140,Feb-2020,Day Pass without SAF,Train,1062
2141,Feb-2020,Employee,Train,314197
2142,Feb-2020,Free Travel,Train,31272
2143,Feb-2020,School Student,Train,1164671
2144,Feb-2020,Senior/Pensioner,Train,2533490
2145,Feb-2020,Sgl Trip Rail Adult,Train,159957
2146,Feb-2020,Sgl Trip Rail Child/Youth,Train,33628
2147,Mar-2020,Adult,Bus,9373131
2148,Mar-2020,Adult Single Bus Trip 1,Bus,27590
2149,Mar-2020,Adult Single Bus Trip 2,Bus,13872
2150,Mar-2020,Adult Single Bus Trip 3,Bus,4215
2151,Mar-2020,CTP,Bus,2271222
2152,Mar-2020,Child/Youth,Bus,831831
2153,Mar-2020,Child/Youth Single Bus Trip 1,Bus,6788
2154,Mar-2020,Child/Youth Single Bus Trip 2,Bus,4348
2155,Mar-2020,Child/Youth Single Bus Trip 3,Bus,1689
2156,Mar-2020,Concession,Bus,1281861
2157,Mar-2020,Day Pass Child/Youth w/o SAF,Bus,61
2158,Mar-2020,Day Pass without SAF,Bus,953
2159,Mar-2020,Employee,Bus,74277
2160,Mar-2020,Free Travel,Bus,30754
2161,Mar-2020,On Demand,Bus,19475
2162,Mar-2020,School Student,Bus,2180536
2163,Mar-2020,Senior/Pensioner,Bus,3068966
2164,Mar-2020,Adult,Ferry,379294
2165,Mar-2020,CTP,Ferry,132810
2166,Mar-2020,Child/Youth,Ferry,26660
2167,Mar-2020,Concession,Ferry,14976
2168,Mar-2020,Day Pass without SAF,Ferry,17
2169,Mar-2020,Employee,Ferry,2832
2170,Mar-2020,Free Travel,Ferry,1216
2171,Mar-2020,School Student,Ferry,5374
2172,Mar-2020,Senior/Pensioner,Ferry,95471
2173,Mar-2020,Sgl Trip Ferry Adult,Ferry,16082
2174,Mar-2020,Sgl Trip Ferry Child/Youth,Ferry,2533
2175,Mar-2020,Adult,Light Rail,750599
2176,Mar-2020,CTP,Light Rail,194518
2177,Mar-2020,Child/Youth,Light Rail,36004
2178,Mar-2020,Concession,Light Rail,74522
2179,Mar-2020,Day Pass Child/Youth w/o SAF,Light Rail,1
2180,Mar-2020,Day Pass without SAF,Light Rail,20
2181,Mar-2020,Employee,Light Rail,2236
2182,Mar-2020,Free Travel,Light Rail,1552
2183,Mar-2020,School Student,Light Rail,35191
2184,Mar-2020,Senior/Pensioner,Light Rail,164755
2185,Mar-2020,Sgl Trip LR Adult,Light Rail,4738
2186,Mar-2020,Sgl Trip LR Child/Youth,Light Rail,547
2187,Mar-2020,Adult,Metro,870038
2188,Mar-2020,CTP,Metro,161357
2189,Mar-2020,Child/Youth,Metro,58273
2190,Mar-2020,Concession,Metro,169730
2191,Mar-2020,Day Pass without SAF,Metro,17
2192,Mar-2020,Employee,Metro,8133
2193,Mar-2020,Free Travel,Metro,1152
2194,Mar-2020,School Student,Metro,67738
2195,Mar-2020,Senior/Pensioner,Metro,66483
2196,Mar-2020,Sgl Trip Rail Adult,Metro,3309
2197,Mar-2020,Sgl Trip Rail Child/Youth,Metro,2270
2198,Mar-2020,Adult,Train,14771583
2199,Mar-2020,CTP,Train,2677062
2200,Mar-2020,Child/Youth,Train,509401
2201,Mar-2020,Concession,Train,1470619
2202,Mar-2020,Day Pass Child/Youth w/o SAF,Train,70
2203,Mar-2020,Day Pass without SAF,Train,915
2204,Mar-2020,Employee,Train,277750
2205,Mar-2020,Free Travel,Train,22363
2206,Mar-2020,School Student,Train,854274
2207,Mar-2020,Senior/Pensioner,Train,1801124
2208,Mar-2020,Sgl Trip Rail Adult,Train,97199
2209,Mar-2020,Sgl Trip Rail Child/Youth,Train,23918
2210,Apr-2020,Adult,Bus,3003345
2211,Apr-2020,Adult Single Bus Trip 1,Bus,153
2212,Apr-2020,Adult Single Bus Trip 2,Bus,71
2213,Apr-2020,Adult Single Bus Trip 3,Bus,23
2214,Apr-2020,CTP,Bus,734339
2215,Apr-2020,Child/Youth,Bus,156022
2216,Apr-2020,Child/Youth Single Bus Trip 1,Bus,19
2217,Apr-2020,Child/Youth Single Bus Trip 2,Bus,15
2218,Apr-2020,Child/Youth Single Bus Trip 3,Bus,7
2219,Apr-2020,Concession,Bus,180150
2220,Apr-2020,Day Pass Child/Youth w/o SAF,Bus,6
2221,Apr-2020,Day Pass without SAF,Bus,444
2222,Apr-2020,Employee,Bus,34370
2223,Apr-2020,Free Travel,Bus,11618
2224,Apr-2020,On Demand,Bus,7039
2225,Apr-2020,School Student,Bus,28417
2226,Apr-2020,Senior/Pensioner,Bus,1348784
2227,Apr-2020,Adult,Ferry,46951
2228,Apr-2020,CTP,Ferry,19718
2229,Apr-2020,Child/Youth,Ferry,2268
2230,Apr-2020,Concession,Ferry,1639
2231,Apr-2020,Day Pass without SAF,Ferry,2
2232,Apr-2020,Employee,Ferry,1112
2233,Apr-2020,Free Travel,Ferry,348
2234,Apr-2020,School Student,Ferry,89
2235,Apr-2020,Senior/Pensioner,Ferry,18287
2236,Apr-2020,Sgl Trip Ferry Adult,Ferry,522
2237,Apr-2020,Sgl Trip Ferry Child/Youth,Ferry,294
2238,Apr-2020,Adult,Light Rail,146481
2239,Apr-2020,CTP,Light Rail,37047
2240,Apr-2020,Child/Youth,Light Rail,3438
2241,Apr-2020,Concession,Light Rail,6589
2242,Apr-2020,Day Pass without SAF,Light Rail,11
2243,Apr-2020,Employee,Light Rail,825
2244,Apr-2020,Free Travel,Light Rail,258
2245,Apr-2020,School Student,Light Rail,237
2246,Apr-2020,Senior/Pensioner,Light Rail,36977
2247,Apr-2020,Sgl Trip LR Adult,Light Rail,122
2248,Apr-2020,Sgl Trip LR Child/Youth,Light Rail,47
2249,Apr-2020,Adult,Metro,187366
2250,Apr-2020,CTP,Metro,36251
2251,Apr-2020,Child/Youth,Metro,5426
2252,Apr-2020,Concession,Metro,12484
2253,Apr-2020,Day Pass without SAF,Metro,5
2254,Apr-2020,Employee,Metro,3234
2255,Apr-2020,Free Travel,Metro,194
2256,Apr-2020,School Student,Metro,787
2257,Apr-2020,Senior/Pensioner,Metro,15988
2258,Apr-2020,Sgl Trip Rail Adult,Metro,554
2259,Apr-2020,Sgl Trip Rail Child/Youth,Metro,563
2260,Apr-2020,Adult,Train,4344129
2261,Apr-2020,CTP,Train,703420
2262,Apr-2020,Child/Youth,Train,69680
2263,Apr-2020,Concession,Train,169942
2264,Apr-2020,Day Pass Child/Youth w/o SAF,Train,4
2265,Apr-2020,Day Pass without SAF,Train,489
2266,Apr-2020,Employee,Train,155620
2267,Apr-2020,Free Travel,Train,6323
2268,Apr-2020,School Student,Train,7775
2269,Apr-2020,Senior/Pensioner,Train,617589
2270,Apr-2020,Sgl Trip Rail Adult,Train,13577
2271,Apr-2020,Sgl Trip Rail Child/Youth,Train,7177
2272,May-2020,Adult,Bus,4107310
2273,May-2020,Adult Single Bus Trip 1,Bus,138
2274,May-2020,Adult Single Bus Trip 2,Bus,40
2275,May-2020,Adult Single Bus Trip 3,Bus,25
2276,May-2020,CTP,Bus,1156729
2277,May-2020,Child/Youth,Bus,357558
2278,May-2020,Child/Youth Single Bus Trip 1,Bus,25
2279,May-2020,Child/Youth Single Bus Trip 2,Bus,8
2280,May-2020,Child/Youth Single Bus Trip 3,Bus,4
2281,May-2020,Concession,Bus,289775
2282,May-2020,Day Pass Child/Youth w/o SAF,Bus,1
2283,May-2020,Day Pass without SAF,Bus,393
2284,May-2020,Employee,Bus,41491
2285,May-2020,Free Travel,Bus,15935
2286,May-2020,On Demand,Bus,10192
2287,May-2020,School Student,Bus,727918
2288,May-2020,Senior/Pensioner,Bus,1842193
2289,May-2020,Adult,Ferry,101720
2290,May-2020,CTP,Ferry,44239
2291,May-2020,Child/Youth,Ferry,7998
2292,May-2020,Concession,Ferry,4289
2293,May-2020,Day Pass without SAF,Ferry,2
2294,May-2020,Employee,Ferry,1370
2295,May-2020,Free Travel,Ferry,551
2296,May-2020,School Student,Ferry,1919
2297,May-2020,Senior/Pensioner,Ferry,39819
2298,May-2020,Sgl Trip Ferry Adult,Ferry,1162
2299,May-2020,Sgl Trip Ferry Child/Youth,Ferry,659
2300,May-2020,Adult,Light Rail,254202
2301,May-2020,CTP,Light Rail,76246
2302,May-2020,Child/Youth,Light Rail,11489
2303,May-2020,Concession,Light Rail,14619
2304,May-2020,Day Pass without SAF,Light Rail,10
2305,May-2020,Employee,Light Rail,1119
2306,May-2020,Free Travel,Light Rail,640
2307,May-2020,School Student,Light Rail,17905
2308,May-2020,Senior/Pensioner,Light Rail,67053
2309,May-2020,Sgl Trip LR Adult,Light Rail,387
2310,May-2020,Sgl Trip LR Child/Youth,Light Rail,163
2311,May-2020,Adult,Metro,279666
2312,May-2020,CTP,Metro,62148
2313,May-2020,Child/Youth,Metro,18828
2314,May-2020,Concession,Metro,23677
2315,May-2020,Day Pass without SAF,Metro,8
2316,May-2020,Employee,Metro,4482
2317,May-2020,Free Travel,Metro,375
2318,May-2020,School Student,Metro,28670
2319,May-2020,Senior/Pensioner,Metro,29411
2320,May-2020,Sgl Trip Rail Adult,Metro,841
2321,May-2020,Sgl Trip Rail Child/Youth,Metro,1221
2322,May-2020,Adult,Train,6117204
2323,May-2020,CTP,Train,1195199
2324,May-2020,Child/Youth,Train,199113
2325,May-2020,Concession,Train,303299
2326,May-2020,Day Pass without SAF,Train,446
2327,May-2020,Employee,Train,179768
2328,May-2020,Free Travel,Train,9664
2329,May-2020,School Student,Train,345854
2330,May-2020,Senior/Pensioner,Train,938107
2331,May-2020,Sgl Trip Rail Adult,Train,21690
2332,May-2020,Sgl Trip Rail Child/Youth,Train,13330
2333,Jun-2020,Adult,Bus,5296996
2334,Jun-2020,Adult Single Bus Trip 1,Bus,107
2335,Jun-2020,Adult Single Bus Trip 2,Bus,61
2336,Jun-2020,Adult Single Bus Trip 3,Bus,17
2337,Jun-2020,CTP,Bus,1664174
2338,Jun-2020,Child/Youth,Bus,605522
2339,Jun-2020,Child/Youth Single Bus Trip 1,Bus,15
2340,Jun-2020,Child/Youth Single Bus Trip 2,Bus,21
2341,Jun-2020,Child/Youth Single Bus Trip 3,Bus,4
2342,Jun-2020,Concession,Bus,456231
2343,Jun-2020,Day Pass Child/Youth w/o SAF,Bus,22
2344,Jun-2020,Day Pass without SAF,Bus,464
2345,Jun-2020,Employee,Bus,50008
2346,Jun-2020,Free Travel,Bus,21672
2347,Jun-2020,On Demand,Bus,13690
2348,Jun-2020,School Student,Bus,1891322
2349,Jun-2020,Senior/Pensioner,Bus,2385697
2350,Jun-2020,Adult,Ferry,177637
